Id,Student_Age,Sex,High_School_Type,Scholarship,Additional_Work,Sports_activity,Transportation,Weekly_Study_Hours,Reading,Notes,Listening_in_Class,Project_work,Attendance,Grade
11518,20,Female,State,0%,Yes,No,Bus,4,Yes,Yes,No,Yes,Always,FF
11519,21,Male,Private,100%,No,Yes,Bus,11,No,Yes,Yes,Yes,Sometimes,CC
11520,22,Male,State,0%,Yes,Yes,Bus,4,Yes,Yes,Yes,Yes,Always,DC
11521,23,Male,Private,75%,Yes,Yes,Private,8,No,Yes,Yes,No,Always,DC
11522,18,Male,State,25%,No,Yes,Bus,8,Yes,Yes,Yes,Yes,Sometimes,CC
11523,18,Female,State,25%,No,No,Bus,7,Yes,No,Yes,Yes,Always,DC
11524,22,Female,Private,25%,No,No,Private,6,Yes,Yes,Yes,No,Always,DC
11525,22,Female,State,50%,No,Yes,Private,5,Yes,Yes,Yes,Yes,Sometimes,DC
11526,20,Female,Private,25%,No,No,Bus,2,No,Yes,No,Yes,Sometimes,FF
11527,24,Male,State,50%,Yes,No,Private,14,No,No,Yes,No,Always,BB
11528,18,Male,Private,0%,No,Yes,Private,6,No,Yes,Yes,Yes,Always,DC
11529,23,Female,Other,0%,Yes,Yes,Bus,7,Yes,No,Yes,Yes,Sometimes,DC
11530,21,Male,State,0%,Yes,No,Bus,7,No,Yes,No,Yes,Never,FF
11531,23,Female,Private,25%,No,No,Private,12,Yes,Yes,Yes,No,Never,BB
11532,19,Male,State,75%,No,Yes,Bus,16,Yes,Yes,Yes,No,Sometimes,BA
11533,19,Male,Private,75%,No,Yes,Bus,9,Yes,Yes,Yes,Yes,Never,CC
11534,22,Female,State,25%,No,Yes,Private,7,Yes,Yes,No,Yes,Always,DC
11535,20,Male,State,50%,No,Yes,Bus,4,Yes,No,No,Yes,Always,FF
11536,19,Female,State,75%,No,No,Private,2,Yes,Yes,Yes,Yes,Always,DC
11537,18,Female,Private,25%,No,Yes,Bus,1,Yes,Yes,No,Yes,Always,FF
11538,23,Female,State,25%,No,Yes,Bus,5,Yes,Yes,Yes,No,Sometimes,DC
11539,23,Female,State,50%,No,Yes,Bus,0,Yes,Yes,Yes,No,Always,DC
11540,22,Female,Private,0%,Yes,No,Bus,12,No,No,No,No,Always,DC
11541,24,Female,Private,0%,No,Yes,Private,10,Yes,Yes,Yes,No,Always,BB
11542,24,Male,Private,0%,No,Yes,Private,7,Yes,Yes,Yes,Yes,Always,CC
11543,21,Male,Other,50%,Yes,No,Bus,12,No,Yes,Yes,No,Sometimes,CC
11544,22,Female,Private,0%,No,No,Bike,4,Yes,No,No,No,Always,FF
11545,25,Male,State,0%,No,Yes,Bus,5,Yes,Yes,Yes,Yes,Sometimes,CC
11546,21,Male,Private,25%,Yes,Yes,Bus,0,No,Yes,Yes,Yes,Always,FF
11547,25,Male,Private,0%,Yes,Yes,Bus,11,Yes,Yes,Yes,Yes,Always,BB
11548,24,Female,State,0%,No,No,Bus,5,No,Yes,Yes,No,Always,FF
11549,22,Female,Other,100%,No,Yes,Private,8,Yes,No,Yes,No,Always,CC
11550,25,Male,State,0%,No,Yes,Bus,12,Yes,Yes,No,No,Never,CC
11551,22,Female,State,50%,Yes,Yes,Bus,13,Yes,Yes,Yes,No,Always,BB
11552,22,Female,State,25%,Yes,Yes,Bus,8,Yes,Yes,Yes,Yes,Always,CC
11553,24,Female,Private,50%,No,No,Private,10,Yes,Yes,No,No,Sometimes,CC
11554,21,Female,Private,50%,No,Yes,Private,4,Yes,Yes,Yes,No,Always,CC
11555,21,Female,State,25%,No,Yes,Private,15,Yes,No,Yes,Yes,Always,BB
11556,22,Male,Other,75%,No,No,Bus,7,No,Yes,Yes,No,Sometimes,DC
11557,19,Female,State,50%,No,No,Bus,8,No,Yes,No,Yes,Sometimes,FF
11558,20,Male,Private,75%,Yes,Yes,Bus,6,No,Yes,Yes,No,Always,DC
11559,24,Female,Private,25%,Yes,No,Bus,13,Yes,No,Yes,Yes,Never,CC
11560,20,Female,Private,100%,No,Yes,Private,9,Yes,Yes,Yes,No,Sometimes,CC
11561,20,Male,Other,75%,No,No,Bus,11,Yes,Yes,Yes,Yes,Always,BB
11562,21,Male,State,100%,No,No,Bus,9,Yes,No,Yes,Yes,Always,CC
11563,21,Female,State,50%,No,No,Bus,7,No,Yes,Yes,Yes,Always,DC
11564,19,Male,Private,50%,No,No,Bus,12,Yes,Yes,Yes,Yes,Sometimes,BB
11565,20,Female,State,75%,Yes,Yes,Bus,9,No,Yes,Yes,Yes,Always,DC
11566,20,Male,State,75%,Yes,No,Bus,4,No,Yes,Yes,Yes,Sometimes,FF
11567,22,Male,Private,100%,Yes,Yes,Bus,4,No,Yes,Yes,No,Always,DC
11568,21,Female,State,25%,Yes,Yes,Bike,9,Yes,No,Yes,Yes,Sometimes,CC
11569,20,Female,Private,75%,No,No,Bus,12,No,Yes,Yes,Yes,Always,BB
11570,23,Female,Private,25%,Yes,No,Private,15,No,Yes,Yes,No,Always,BB
11571,19,Male,State,50%,Yes,No,Private,1,No,Yes,Yes,No,Sometimes,FF
11572,25,Female,State,0%,No,Yes,Private,8,Yes,Yes,Yes,Yes,Sometimes,CC
11573,23,Female,State,25%,No,Yes,Bus,10,Yes,No,Yes,Yes,Always,DC
11574,23,Female,State,100%,No,Yes,Bus,9,Yes,Yes,Yes,Yes,Always,CC
11575,25,Female,Private,0%,No,No,Private,12,No,No,Yes,Yes,Sometimes,DC
11576,24,Female,State,50%,No,Yes,Bus,11,No,No,Yes,Yes,Always,BB
11577,24,Male,State,50%,No,Yes,Bus,4,Yes,No,Yes,No,Always,FF
11578,19,Male,State,0%,Yes,Yes,Bus,4,No,Yes,Yes,Yes,Sometimes,FF
11579,23,Female,State,25%,Yes,No,Private,9,No,Yes,Yes,Yes,Always,BB
11580,20,Male,Private,50%,No,Yes,Bike,12,Yes,Yes,Yes,Yes,Sometimes,CC
11581,21,Female,Private,0%,No,No,Bus,9,Yes,Yes,Yes,Yes,Always,CC
11582,19,Male,State,75%,No,Yes,Bus,2,Yes,Yes,Yes,No,Sometimes,FF
11583,22,Female,Private,100%,Yes,Yes,Private,4,No,Yes,Yes,No,Sometimes,FF
11584,25,Female,State,25%,No,Yes,Bus,11,Yes,No,Yes,No,Always,BB
11585,23,Male,Private,0%,No,No,Bus,7,No,Yes,Yes,Yes,Always,CC
11586,19,Male,Private,50%,No,Yes,Bus,8,Yes,Yes,No,No,Always,DC
11587,18,Male,Private,50%,Yes,Yes,Private,12,Yes,Yes,No,No,Never,CC
11588,18,Female,Other,25%,No,No,Bus,3,Yes,Yes,Yes,Yes,Sometimes,CC
11589,24,Female,Private,0%,No,Yes,Bus,6,Yes,Yes,Yes,No,Always,CC
11590,25,Male,State,50%,No,No,Bus,6,Yes,Yes,Yes,Yes,Always,CC
11591,21,Female,State,100%,Yes,Yes,Private,9,Yes,Yes,Yes,No,Always,CC
11592,20,Male,Private,25%,No,Yes,Bike,11,Yes,Yes,No,Yes,Sometimes,BB
11593,21,Male,State,25%,Yes,Yes,Bus,2,Yes,Yes,Yes,Yes,Always,DC
11594,21,Female,State,100%,Yes,Yes,Bike,8,Yes,Yes,Yes,Yes,Always,CC
11595,21,Male,State,50%,No,No,Bus,11,Yes,Yes,No,No,Sometimes,BB
11596,25,Male,State,50%,Yes,No,Bus,1,Yes,Yes,Yes,Yes,Always,FF
11597,21,Male,Private,50%,No,No,Bike,8,Yes,Yes,Yes,Yes,Always,CC
11598,22,Male,Private,100%,No,No,Bus,3,No,Yes,Yes,No,Sometimes,DC
11599,25,Male,Other,50%,Yes,Yes,Bus,5,Yes,Yes,Yes,No,Always,DC
11600,22,Male,Private,75%,No,Yes,Bus,0,Yes,No,Yes,Yes,Always,FF
11601,25,Female,State,50%,No,No,Private,14,No,Yes,No,Yes,Always,CC
11602,24,Male,State,50%,Yes,No,Private,7,No,Yes,No,No,Always,DC
11603,19,Female,Private,25%,No,Yes,Private,5,Yes,No,Yes,No,Always,DC
11604,18,Male,State,25%,No,No,Bus,9,Yes,Yes,No,No,Sometimes,CC
11605,21,Male,Private,75%,No,Yes,Private,4,No,Yes,Yes,No,Always,CC
11606,24,Female,Private,25%,Yes,No,Bus,3,No,No,Yes,Yes,Never,FF
11607,19,Female,Private,50%,No,No,Private,14,Yes,Yes,Yes,No,Sometimes,BB
11608,18,Male,State,25%,Yes,No,Private,15,Yes,No,Yes,Yes,Sometimes,BB
11609,23,Female,Private,75%,No,Yes,Bus,6,Yes,Yes,Yes,Yes,Always,CC
11610,20,Female,State,0%,No,No,Bus,12,Yes,Yes,Yes,Yes,Always,BB
11611,22,Female,Other,75%,No,No,Bus,9,No,Yes,Yes,No,Always,DC
11612,23,Female,State,50%,No,Yes,Private,2,Yes,Yes,Yes,Yes,Always,FF
11613,25,Male,State,0%,No,Yes,Bus,4,Yes,Yes,Yes,No,Always,DC
11614,18,Male,State,50%,No,No,Bus,14,No,No,Yes,Yes,Sometimes,CC
11615,23,Female,Private,25%,No,Yes,Bus,2,Yes,Yes,Yes,No,Always,DC
11616,20,Male,State,25%,No,Yes,Bus,17,Yes,No,Yes,Yes,Never,BA
11617,24,Female,State,25%,Yes,Yes,Private,6,Yes,Yes,No,No,Always,DC
11618,18,Male,Other,0%,Yes,No,Bus,14,Yes,No,Yes,No,Sometimes,BB
11619,23,Male,Other,100%,No,No,Bus,7,No,Yes,Yes,Yes,Always,CC
11620,22,Female,State,0%,No,No,Private,11,Yes,Yes,Yes,No,Always,BB
11621,22,Male,State,50%,Yes,Yes,Private,14,Yes,Yes,Yes,No,Always,BB
11622,19,Female,State,25%,Yes,No,Bus,14,Yes,Yes,Yes,Yes,Sometimes,BA
11623,23,Female,State,50%,Yes,No,Bus,6,No,Yes,No,Yes,Always,DC
11624,21,Female,State,25%,No,No,Bike,5,Yes,Yes,Yes,No,Always,DC
11625,23,Female,Private,50%,No,Yes,Bus,8,Yes,Yes,Yes,Yes,Never,CC
11626,24,Female,Other,50%,No,No,Bike,3,No,Yes,No,Yes,Sometimes,FF
11627,18,Female,State,50%,No,Yes,Bus,9,No,Yes,Yes,No,Never,DC
11628,18,Female,State,0%,No,Yes,Bus,5,No,No,No,Yes,Always,FF
11629,24,Male,State,50%,No,No,Bus,12,Yes,Yes,No,No,Sometimes,CC
11630,23,Male,Other,25%,Yes,No,Bus,6,Yes,Yes,Yes,Yes,Sometimes,CC
11631,24,Male,Private,0%,Yes,Yes,Private,1,Yes,No,No,Yes,Never,FF
11632,20,Male,State,25%,No,No,Bike,14,No,Yes,Yes,No,Always,BA
11633,25,Female,State,25%,No,Yes,Bike,9,No,No,Yes,No,Never,DC
11634,24,Female,Private,50%,No,No,Private,8,No,No,Yes,Yes,Always,DC
11635,22,Female,State,50%,No,Yes,Private,12,No,Yes,Yes,Yes,Never,CC
11636,24,Male,State,25%,No,Yes,Private,11,Yes,No,Yes,Yes,Never,CC
11637,18,Female,State,25%,Yes,No,Private,5,No,Yes,No,No,Always,DC
11638,22,Male,Private,0%,Yes,No,Bus,6,No,No,Yes,Yes,Always,FF
11639,18,Female,State,50%,No,No,Bus,4,No,Yes,Yes,Yes,Always,DC
11640,19,Female,State,50%,No,No,Private,2,No,Yes,Yes,No,Never,FF
11641,21,Male,State,25%,No,No,Private,10,Yes,No,Yes,No,Sometimes,CC
11642,18,Male,Private,50%,No,No,Private,10,Yes,No,Yes,No,Always,BB
11643,22,Male,Other,50%,No,Yes,Private,11,Yes,Yes,Yes,Yes,Never,CC
11644,19,Female,State,50%,No,Yes,Bus,13,Yes,Yes,Yes,Yes,Always,BB
11645,18,Female,State,50%,Yes,Yes,Private,11,Yes,Yes,No,Yes,Always,DC
11646,20,Female,State,50%,Yes,Yes,Bike,11,No,No,Yes,No,Always,CC
11647,24,Male,Private,50%,Yes,No,Bus,0,No,Yes,No,Yes,Always,FF
11648,21,Male,State,25%,No,Yes,Bike,7,No,No,Yes,Yes,Sometimes,FF
11649,18,Female,State,0%,Yes,Yes,Bus,12,Yes,Yes,Yes,Yes,Always,BB
11650,19,Female,State,0%,No,Yes,Private,3,Yes,Yes,Yes,No,Always,CC
11651,20,Male,State,50%,No,No,Private,8,Yes,Yes,Yes,No,Always,CC
11652,23,Male,State,75%,No,Yes,Bus,10,Yes,No,No,No,Always,DC
11653,19,Female,Private,25%,Yes,Yes,Bus,10,Yes,No,Yes,Yes,Always,CC
11654,24,Male,State,0%,Yes,No,Bus,9,No,Yes,Yes,No,Always,CC
11655,19,Male,Private,75%,No,No,Bus,10,Yes,No,Yes,Yes,Always,CC
11656,20,Male,Private,75%,Yes,Yes,Bus,9,Yes,No,No,Yes,Always,DC
11657,19,Female,Other,75%,Yes,No,Bus,2,Yes,No,Yes,No,Always,FF
11658,20,Female,State,50%,Yes,Yes,Bike,10,No,No,Yes,Yes,Always,CC
11659,18,Female,State,75%,Yes,No,Bus,9,No,Yes,Yes,Yes,Sometimes,CC
11660,25,Female,State,0%,Yes,Yes,Bus,2,No,Yes,Yes,No,Always,FF
11661,20,Female,Other,0%,No,No,Bike,14,No,Yes,Yes,Yes,Always,BB
11662,20,Male,State,0%,No,No,Bike,10,Yes,No,No,Yes,Always,CC
11663,21,Female,State,50%,No,No,Private,2,No,No,No,No,Sometimes,FF
11664,20,Male,Private,0%,Yes,Yes,Bus,5,Yes,Yes,No,Yes,Always,DC
11665,20,Female,Other,50%,No,No,Bus,6,Yes,No,No,Yes,Always,DC
11666,23,Male,State,50%,No,Yes,Bus,6,Yes,No,No,No,Sometimes,DC
11667,25,Male,State,25%,Yes,No,Bus,9,No,Yes,No,Yes,Always,CC
11668,18,Male,Private,75%,No,No,Private,4,No,Yes,No,Yes,Always,FF
11669,24,Male,Private,0%,Yes,No,Bus,13,Yes,No,No,Yes,Always,CC
11670,21,Male,Private,25%,No,No,Private,12,Yes,Yes,Yes,Yes,Sometimes,CC
11671,23,Male,Private,75%,No,No,Bus,10,No,Yes,Yes,No,Never,CC
11672,22,Female,State,0%,No,No,Bus,8,Yes,Yes,Yes,No,Sometimes,DC
11673,25,Male,Private,50%,Yes,Yes,Bus,12,No,No,Yes,Yes,Always,CC
11674,18,Female,Private,75%,No,Yes,Private,7,Yes,Yes,Yes,Yes,Always,DC
11675,18,Female,Private,100%,Yes,No,Bus,5,Yes,No,Yes,Yes,Always,DC
11676,22,Female,Private,75%,No,No,Bus,13,Yes,Yes,Yes,Yes,Sometimes,BB
11677,24,Female,Private,25%,No,No,Bus,9,Yes,Yes,Yes,No,Always,CC
11678,20,Female,State,50%,Yes,No,Bus,5,No,Yes,Yes,Yes,Always,CC
11679,23,Male,State,0%,No,No,Private,6,No,No,No,No,Always,FF
11680,19,Male,Private,25%,No,No,Bus,5,Yes,Yes,Yes,Yes,Sometimes,CC
11681,21,Male,State,0%,No,Yes,Bus,16,No,Yes,Yes,No,Always,BA
11682,19,Female,State,25%,Yes,No,Private,8,No,Yes,No,Yes,Sometimes,DC
11683,22,Female,Private,75%,No,Yes,Bus,9,Yes,No,Yes,No,Sometimes,DC
11684,18,Male,State,25%,No,Yes,Bus,11,Yes,Yes,Yes,No,Always,BB
11685,24,Male,State,50%,No,Yes,Bus,3,Yes,Yes,Yes,Yes,Always,DC
11686,18,Female,State,25%,No,No,Bus,12,Yes,Yes,No,No,Always,CC
11687,21,Male,State,50%,No,Yes,Bus,6,Yes,Yes,Yes,No,Always,DC
11688,18,Female,Private,100%,No,No,Private,15,No,Yes,Yes,Yes,Always,BB
11689,18,Female,Other,25%,Yes,No,Private,7,Yes,Yes,No,Yes,Sometimes,CC
11690,21,Female,State,50%,No,No,Bus,12,Yes,Yes,No,Yes,Always,CC
11691,23,Female,Other,25%,No,No,Private,0,Yes,Yes,Yes,Yes,Always,DC
11692,23,Female,Private,0%,No,No,Bus,3,Yes,Yes,No,Yes,Always,FF
11693,21,Male,Other,50%,No,Yes,Bus,7,Yes,Yes,Yes,Yes,Always,CC
11694,24,Female,State,75%,Yes,Yes,Private,0,Yes,No,Yes,No,Always,DC
11695,22,Female,State,0%,No,No,Bus,10,Yes,Yes,Yes,No,Always,BB
11696,25,Male,Private,0%,No,Yes,Bus,9,Yes,Yes,Yes,Yes,Always,BB
11697,18,Male,State,0%,Yes,No,Private,4,Yes,No,Yes,Yes,Always,FF
11698,24,Male,Other,75%,No,No,Bus,8,Yes,Yes,No,No,Always,DC
11699,18,Male,State,50%,No,Yes,Bus,11,Yes,Yes,Yes,Yes,Always,CC
11700,25,Female,State,50%,Yes,No,Private,0,Yes,Yes,Yes,No,Always,DC
11701,22,Female,Other,50%,Yes,No,Private,3,Yes,Yes,Yes,Yes,Always,DC
11702,23,Male,State,75%,No,Yes,Private,7,Yes,Yes,Yes,No,Always,DC
11703,24,Male,State,75%,No,No,Bus,8,Yes,No,Yes,Yes,Always,CC
11704,20,Female,State,75%,Yes,No,Bus,8,Yes,Yes,No,No,Always,CC
11705,20,Male,Other,75%,No,Yes,Bus,12,Yes,Yes,No,Yes,Always,BB
11706,25,Male,Private,50%,No,No,Bus,10,No,No,No,Yes,Always,CC
11707,20,Female,State,50%,No,Yes,Bus,11,Yes,Yes,Yes,Yes,Always,CC
11708,23,Female,State,75%,No,No,Private,2,Yes,Yes,No,Yes,Sometimes,DC
11709,25,Male,State,100%,No,Yes,Bus,9,Yes,Yes,Yes,Yes,Sometimes,CC
11710,23,Male,State,0%,No,No,Bus,7,No,No,Yes,Yes,Always,DC
11711,22,Male,Other,0%,Yes,No,Bus,14,No,Yes,Yes,Yes,Sometimes,BB
11712,18,Female,Other,100%,No,No,Bike,9,Yes,Yes,No,No,Always,DC
11713,22,Female,Private,25%,No,No,Private,5,Yes,Yes,Yes,Yes,Always,DC
11714,22,Male,State,75%,Yes,Yes,Bike,11,Yes,Yes,Yes,No,Always,BB
11715,23,Female,Private,25%,No,No,Bus,10,Yes,Yes,No,Yes,Always,DC
11716,25,Female,Private,0%,Yes,No,Bus,5,Yes,Yes,Yes,Yes,Sometimes,DC
11717,25,Male,State,0%,No,No,Bus,7,Yes,Yes,Yes,No,Always,CC
11718,20,Male,Other,0%,No,Yes,Private,7,Yes,No,Yes,Yes,Always,DC
11719,19,Female,State,25%,No,No,Bus,13,Yes,No,No,No,Sometimes,DC
11720,18,Male,Private,50%,Yes,No,Bus,9,Yes,No,Yes,No,Sometimes,CC
11721,23,Male,Private,50%,Yes,No,Bus,11,No,Yes,Yes,Yes,Sometimes,CC
11722,20,Female,State,100%,No,No,Bus,6,Yes,Yes,No,Yes,Always,DC
11723,24,Female,State,25%,No,Yes,Bus,9,No,Yes,No,No,Sometimes,FF
11724,19,Female,Private,50%,No,No,Bus,13,Yes,Yes,Yes,No,Sometimes,CC
11725,19,Female,State,50%,Yes,Yes,Bus,7,Yes,Yes,Yes,Yes,Always,DC
11726,23,Female,Other,50%,Yes,Yes,Bus,8,No,Yes,Yes,Yes,Always,CC
11727,21,Male,State,50%,No,No,Bus,3,Yes,Yes,Yes,No,Never,DC
11728,18,Female,State,0%,No,No,Private,5,Yes,Yes,No,Yes,Sometimes,FF
11729,19,Male,Private,0%,Yes,Yes,Bus,7,Yes,Yes,No,Yes,Always,DC
11730,23,Male,State,0%,No,Yes,Private,4,Yes,Yes,No,No,Never,DC
11731,23,Female,State,0%,No,Yes,Bus,13,Yes,No,Yes,No,Always,BB
11732,20,Female,Private,50%,Yes,Yes,Bus,5,Yes,Yes,Yes,Yes,Sometimes,CC
11733,24,Male,Other,25%,No,Yes,Bus,11,Yes,No,Yes,Yes,Sometimes,CC
11734,21,Female,State,75%,No,Yes,Bike,9,Yes,No,Yes,No,Sometimes,CC
11735,18,Male,State,100%,No,Yes,Bus,8,Yes,No,No,Yes,Sometimes,DC
11736,25,Male,Private,100%,No,No,Bus,14,Yes,No,Yes,Yes,Always,BB
11737,22,Male,Private,100%,No,No,Bus,0,No,Yes,Yes,No,Always,DC
11738,24,Female,Private,25%,Yes,Yes,Bus,7,Yes,Yes,Yes,Yes,Always,DC
11739,24,Female,State,50%,No,No,Bus,4,Yes,No,Yes,No,Always,DC
11740,20,Male,State,0%,No,No,Bus,0,No,Yes,Yes,No,Always,FF
11741,25,Female,Private,75%,No,Yes,Bus,3,Yes,Yes,No,No,Sometimes,DC
11742,19,Male,State,75%,Yes,Yes,Bus,8,Yes,Yes,Yes,No,Always,CC
11743,19,Female,State,75%,No,Yes,Private,5,Yes,Yes,Yes,Yes,Always,CC
11744,20,Male,State,25%,No,Yes,Bus,12,Yes,No,Yes,No,Never,DC
11745,23,Male,State,75%,No,Yes,Bus,7,Yes,Yes,Yes,No,Always,CC
11746,19,Female,Other,0%,No,No,Private,7,Yes,Yes,Yes,No,Sometimes,BB
11747,21,Male,State,0%,No,No,Private,7,Yes,No,Yes,No,Always,DC
11748,18,Male,State,75%,Yes,No,Bus,8,Yes,Yes,Yes,No,Always,CC
11749,24,Female,Private,25%,No,Yes,Bus,6,No,No,Yes,Yes,Always,DC
11750,24,Female,Private,100%,No,No,Private,5,Yes,No,No,Yes,Never,DC
11751,21,Male,Private,0%,No,No,Bus,12,No,No,Yes,Yes,Always,CC
11752,25,Male,State,75%,No,No,Bike,6,No,Yes,Yes,Yes,Never,FF
11753,19,Male,Private,50%,No,Yes,Bus,6,Yes,No,Yes,Yes,Sometimes,DC
11754,24,Female,Private,75%,No,No,Bus,10,Yes,Yes,Yes,Yes,Sometimes,CC
11755,22,Male,State,75%,Yes,No,Bike,9,Yes,Yes,Yes,No,Sometimes,CC
11756,25,Female,Private,100%,No,No,Bike,4,Yes,Yes,Yes,Yes,Sometimes,CC
11757,18,Female,Private,25%,No,No,Bus,11,No,Yes,Yes,Yes,Always,BB
11758,18,Male,Private,100%,Yes,Yes,Private,10,Yes,No,Yes,No,Always,CC
11759,24,Male,State,0%,Yes,No,Bus,9,Yes,Yes,Yes,Yes,Always,CC
11760,20,Male,Private,0%,Yes,Yes,Private,6,Yes,Yes,Yes,Yes,Always,CC
11761,25,Male,State,25%,No,No,Private,6,Yes,Yes,Yes,Yes,Sometimes,CC
11762,24,Female,State,75%,No,Yes,Bus,7,Yes,No,No,Yes,Never,FF
11763,20,Male,State,50%,Yes,Yes,Bus,3,Yes,No,No,No,Always,FF
11764,24,Male,State,75%,Yes,No,Bus,8,Yes,Yes,No,No,Always,CC
11765,22,Female,State,50%,No,No,Bus,12,Yes,Yes,No,No,Always,CC
11766,25,Male,Private,25%,No,Yes,Bus,12,Yes,Yes,Yes,No,Always,BB
11767,23,Female,Private,100%,Yes,No,Private,6,Yes,Yes,Yes,Yes,Never,FF
11768,18,Male,Private,0%,No,No,Bus,12,Yes,Yes,Yes,No,Always,CC
11769,24,Female,Private,75%,No,Yes,Bus,16,Yes,No,Yes,No,Always,BB
11770,22,Female,Private,25%,No,Yes,Private,7,Yes,Yes,Yes,No,Always,CC
11771,20,Female,Private,50%,No,No,Bus,11,Yes,Yes,No,Yes,Never,DC
11772,20,Female,State,25%,No,Yes,Bus,0,Yes,No,Yes,Yes,Sometimes,FF
11773,18,Male,State,0%,Yes,Yes,Bus,3,Yes,Yes,Yes,Yes,Always,DC
11774,21,Male,Private,25%,Yes,Yes,Bus,8,Yes,Yes,Yes,Yes,Always,CC
11775,24,Female,State,0%,No,Yes,Bus,4,Yes,No,Yes,No,Always,DC
11776,25,Female,Private,25%,No,No,Private,16,Yes,Yes,No,Yes,Sometimes,BB
11777,19,Male,Private,0%,No,Yes,Bus,10,Yes,No,Yes,Yes,Always,CC
11778,20,Male,State,50%,No,Yes,Private,12,Yes,No,No,No,Sometimes,CC
11779,25,Male,Private,75%,Yes,Yes,Private,8,Yes,Yes,Yes,Yes,Sometimes,CC
11780,25,Male,Private,50%,No,Yes,Private,4,No,Yes,No,Yes,Always,DC
11781,23,Male,State,75%,No,Yes,Bus,6,Yes,Yes,Yes,No,Always,FF
11782,25,Female,Other,50%,No,No,Bus,9,Yes,Yes,Yes,No,Sometimes,CC
11783,25,Male,State,50%,No,No,Private,5,Yes,Yes,No,No,Sometimes,FF
11784,23,Male,Private,50%,No,Yes,Bus,11,Yes,Yes,Yes,No,Always,CC
11785,20,Female,State,25%,No,Yes,Bus,11,Yes,No,Yes,Yes,Sometimes,BB
11786,25,Female,State,50%,No,Yes,Private,8,Yes,No,Yes,Yes,Sometimes,DC
11787,21,Female,State,0%,No,Yes,Private,1,Yes,Yes,Yes,Yes,Always,FF
11788,21,Female,State,75%,Yes,No,Bus,15,No,Yes,Yes,Yes,Always,BB
11789,22,Male,State,75%,No,Yes,Private,7,Yes,Yes,Yes,Yes,Always,CC
11790,23,Female,Private,25%,No,Yes,Bus,19,No,No,Yes,Yes,Always,BB
11791,22,Female,State,75%,No,No,Bus,11,No,Yes,No,Yes,Sometimes,CC
11792,23,Male,State,0%,No,Yes,Private,7,No,Yes,No,No,Always,DC
11793,24,Female,State,25%,No,No,Private,10,No,Yes,Yes,Yes,Sometimes,CC
11794,24,Female,State,0%,No,No,Bike,0,Yes,Yes,No,No,Always,FF
11795,25,Male,Other,75%,No,Yes,Bus,12,Yes,No,Yes,Yes,Sometimes,BB
11796,19,Male,Other,75%,Yes,No,Private,18,Yes,Yes,Yes,No,Always,BA
11797,24,Male,State,75%,No,No,Bus,0,Yes,Yes,No,No,Always,FF
11798,19,Male,State,0%,No,Yes,Bus,7,Yes,Yes,Yes,No,Always,CC
11799,24,Male,Other,50%,No,No,Private,8,No,No,Yes,Yes,Always,FF
11800,18,Female,Private,50%,No,No,Bus,12,Yes,Yes,Yes,Yes,Always,CC
11801,24,Male,Private,0%,No,No,Bus,16,Yes,Yes,No,Yes,Never,BB
11802,22,Female,State,50%,No,No,Bus,10,Yes,No,Yes,No,Sometimes,DC
11803,20,Female,State,0%,No,No,Bus,17,Yes,Yes,Yes,Yes,Always,BB
11804,25,Female,State,0%,Yes,Yes,Bus,9,Yes,Yes,Yes,Yes,Always,BB
11805,22,Female,State,50%,No,No,Bus,10,Yes,Yes,Yes,Yes,Always,BB
11806,20,Male,Private,50%,No,Yes,Bus,9,No,No,Yes,Yes,Always,DC
11807,21,Male,Private,0%,No,Yes,Bus,13,Yes,Yes,No,Yes,Sometimes,CC
11808,22,Female,State,0%,Yes,No,Private,6,Yes,Yes,No,No,Never,FF
11809,21,Female,Private,25%,No,No,Private,11,Yes,Yes,No,No,Sometimes,CC
11810,19,Female,Private,25%,No,Yes,Bus,3,No,Yes,Yes,Yes,Sometimes,FF
11811,19,Male,Private,25%,No,No,Bus,7,Yes,Yes,Yes,No,Always,DC
11812,18,Female,Private,25%,No,Yes,Private,5,No,No,Yes,Yes,Sometimes,FF
11813,24,Male,State,50%,Yes,Yes,Bus,8,No,Yes,Yes,No,Always,CC
11814,22,Female,Private,25%,No,Yes,Bus,7,Yes,No,Yes,Yes,Sometimes,CC
11815,21,Female,State,75%,No,Yes,Private,13,Yes,Yes,Yes,No,Sometimes,BB
11816,20,Male,Private,50%,No,Yes,Bus,4,Yes,No,Yes,Yes,Sometimes,FF
11817,19,Female,State,0%,Yes,No,Bus,1,Yes,No,No,Yes,Always,FF
11818,24,Male,Private,0%,No,Yes,Bus,3,No,Yes,Yes,Yes,Sometimes,FF
11819,19,Male,State,75%,No,Yes,Bus,12,Yes,No,No,Yes,Always,CC
11820,20,Female,State,0%,No,No,Bus,4,No,Yes,Yes,Yes,Sometimes,DC
11821,24,Female,Private,0%,No,No,Private,10,Yes,Yes,No,No,Sometimes,CC
11822,24,Female,State,0%,No,Yes,Private,7,Yes,Yes,Yes,Yes,Always,CC
11823,21,Female,State,50%,No,Yes,Bus,11,Yes,Yes,No,Yes,Sometimes,CC
11824,21,Male,State,50%,Yes,Yes,Bike,7,Yes,No,Yes,No,Always,CC
